id,source,team,category,updated_at,content
ticket_policy_a5c256d0c7da6665,https://yagu.today/calendar/2026/9,NC,ticket_policy,2026-09-05 03:01:02,[일반] NC 일반예매 9월 12일 토요일 오전 11시 (9/19 KIA전) KIA vs NC (9/19) 오픈: 9월 12일 토요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱
ticket_policy_a5c256d0c7da6665,https://yagu.today/calendar/2026/9,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십 9월 12일 토요일 오전 11시 (9/19 KIA전) KIA vs NC (9/19) 오픈: 9월 12일 토요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱
ticket_policy_4aa59be68c2017fc,https://yagu.today/calendar/2026/9,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 시즌권 선예매 9월 12일 토요일 오후 1시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 최대 2매 예매처: 티켓링크 / WIZ APP
ticket_policy_6ee38f92c249ca88,https://yagu.today/calendar/2026/9,KT,ticket_policy,2026-09-05 03:01:02,"[선예매] KT 매직회원 9월 12일 토요일 오후 2시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 예매처: 티켓링크 / WIZ APP 시즌 6매, 응원지정석만"
ticket_policy_6ee38f92c249ca88,https://yagu.today/calendar/2026/9,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 빅또리 9월 12일 토요일 오후 2시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 예매처: 티켓링크 / WIZ APP 시즌 10매
ticket_policy_6b95cc296272887f,https://yagu.today/calendar/2026/9,LG,ticket_policy,2026-09-05 03:01:02,"[선예매] LG 선예매 9월 12일 토요일 오후 2시 (9/20 한화전) 한화 vs LG (9/20) 오픈: 9월 12일 토요일 오후 최대 4매 예매처: 구단 홈페이지 구단 홈페이지만. 불가: 1루 블루 109, 1루 오렌지 205, 1루 레드 203, 1루 네이비 303/308, 3루 오렌지 219~222, 3루 네이비 326~330"
ticket_policy_ed5fdfb4f8a30f28,https://yagu.today/calendar/2026/9,KT,ticket_policy,2026-09-05 03:01:02,[일반] KT 일반예매 9월 12일 토요일 오후 4시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 예매처: 티켓링크 / WIZ APP
ticket_policy_8322ef0af6821dc7,https://yagu.today/calendar/2026/9,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십플러스 9월 12일 토요일 오후 5시 (9/20 KIA전) KIA vs NC (9/20) 오픈: 9월 12일 토요일 오후 최대 4매 예매처: 구단 홈페이지 / 앱
ticket_policy_bb548615569effdb,https://yagu.today/calendar/2026/9,롯데,ticket_policy,2026-09-05 03:01:02,[선예매] 롯데 선예매 (시즌권) 9월 13일 일요일 오전 10시 (9/27 한화전) 한화 vs 롯데 (9/27) 오픈: 9월 13일 일요일 오전 최대 2매 예매처: 롯데 자이언츠 앱/웹
ticket_policy_bb548615569effdb,https://yagu.today/calendar/2026/9,롯데,ticket_policy,2026-09-05 03:01:02,[선예매] 롯데 선예매 (멤버십) 9월 13일 일요일 오전 10시 (9/27 한화전) 한화 vs 롯데 (9/27) 오픈: 9월 13일 일요일 오전 최대 2매 예매처: 롯데 자이언츠 앱/웹
ticket_policy_8a81c89fe008c135,https://yagu.today/calendar/2026/9,LG,ticket_policy,2026-09-05 03:01:02,[일반] LG 일반예매 9월 13일 일요일 오전 11시 (9/20 한화전) 한화 vs LG (9/20) 오픈: 9월 13일 일요일 오전 예매처: 티켓링크 / 구단 홈페이지
ticket_policy_ce7629b147061197,https://yagu.today/calendar/2026/9,NC,ticket_policy,2026-09-05 03:01:02,[일반] NC 일반예매 9월 13일 일요일 오전 11시 (9/20 KIA전) KIA vs NC (9/20) 오픈: 9월 13일 일요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱
ticket_policy_ce7629b147061197,https://yagu.today/calendar/2026/9,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십 9월 13일 일요일 오전 11시 (9/20 KIA전) KIA vs NC (9/20) 오픈: 9월 13일 일요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱
ticket_policy_228dda3135166dfb,https://yagu.today/calendar/2026/9,SSG,ticket_policy,2026-09-05 03:01:02,"[선예매] SSG 랜디 선예매 9월 13일 일요일 오전 11시 (9/20 키움전) 키움 vs SSG (9/20) 오픈: 9월 13일 일요일 오전 최대 6매 예매처: SSG 랜더스 앱 앱 전용 수수료 없음, 전용게이트 1시간 전 입장"
ticket_policy_228dda3135166dfb,https://yagu.today/calendar/2026/9,SSG,ticket_policy,2026-09-05 03:01:02,"[선예매] SSG 베티 선예매 9월 13일 일요일 오전 11시 (9/20 키움전) 키움 vs SSG (9/20) 오픈: 9월 13일 일요일 오전 최대 6매 예매처: SSG 랜더스 앱 앱 전용 수수료 없음, 스타벅스 게이트 이용 가능"
ticket_policy_ac0c4350e917b4f7,https://yagu.today/calendar/2026/9,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 시즌권 선예매 9월 13일 일요일 오후 1시 (9/20 두산전) 두산 vs KT (9/20) 오픈: 9월 13일 일요일 오후 최대 2매 예매처: 티켓링크 / WIZ APP
ticket_policy_ded03cec0b3dfa9e,https://yagu.today/calendar/2026/9,KT,ticket_policy,2026-09-05 03:01:02,"[선예매] KT 매직회원 9월 13일 일요일 오후 2시 (9/20 두산전) 두산 vs KT (9/20) 오픈: 9월 13일 일요일 오후 예매처: 티켓링크 / WIZ APP 시즌 6매, 응원지정석만"
ticket_policy_ded03cec0b3dfa9e,https://yagu.today/calendar/2026/9,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 빅또리 9월 13일 일요일 오후 2시 (9/20 두산전) 두산 vs KT (9/20) 오픈: 9월 13일 일요일 오후 예매처: 티켓링크 / WIZ APP 시즌 10매
ticket_policy_939a2ac302c79ef7,https://yagu.today/calendar/2026/9,롯데,ticket_policy,2026-09-05 03:01:02,[일반] 롯데 일반예매 9월 13일 일요일 오후 2시 (9/27 한화전) 한화 vs 롯데 (9/27) 오픈: 9월 13일 일요일 오후 최대 8매 예매처: 롯데 자이언츠 앱/웹 선예매 포함 합산 최대 8매. 홈개막 시리즈 한해 앱 전용 (추가 공지)
