id,raw_id,source,team,team_code,category,updated_at,content,status,evidence_type,parse_status,policy_type,policy_name,policy_subtype,open_date,open_ampm,open_time,game_date_mmdd,opponent_name_raw,away_team_name_raw,home_team_name_raw,away_team_code,home_team_code,max_tickets,booking_channel_and_condition
ticket_policy_a3a981a3fabb4c81,ticket_policy_61b68698958d4fb9,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십플러스 9월 9일 수요일 오후 5시 (9/17 SSG전) SSG vs NC (9/17) 오픈: 9월 9일 수요일 오후 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,선예매,NC 민트멤버십플러스,,9월 9일 수요일,오후,5시,9/17,SSG,SSG,NC,SSG,NC,4,구단 홈페이지 / 앱
ticket_policy_489cee00dd2ab476,ticket_policy_1719db3056a57eb5,https://yagu.today/calendar/2026/9,SSG,SSG,ticket_policy,2026-09-05 03:01:02,[일반] SSG 일반예매 (프렌즈) 9월 10일 목요일 오전 11시 (9/15 KIA전) KIA vs SSG (9/15) 오픈: 9월 10일 목요일 오전 최대 6매 예매처: 쓱닷컴 앱/웹 스타벅스 게이트 이용 가능,CONFIRMED,THIRD_PARTY_API,OK,일반,SSG 일반예매,프렌즈,9월 10일 목요일,오전,11시,9/15,KIA,KIA,SSG,KIA,SSG,6,쓱닷컴 앱/웹 스타벅스 게이트 이용 가능
ticket_policy_4226792f8b2723c6,ticket_policy_43d15768a75a2fdd,https://yagu.today/calendar/2026/9,KIA,KIA,ticket_policy,2026-09-05 03:01:02,"[일반] KIA 일반예매 9월 10일 목요일 오전 11시 (9/17 키움전) 키움 vs KIA (9/17) 오픈: 9월 10일 목요일 오전 최대 8매 예매처: 티켓링크 / 타이거즈앱 앱/티켓링크앱=특별석 포함, PC 티켓링크=일반석만",CONFIRMED,THIRD_PARTY_API,OK,일반,KIA 일반예매,,9월 10일 목요일,오전,11시,9/17,키움,키움,KIA,KIWOOM,KIA,8,"티켓링크 / 타이거즈앱 앱/티켓링크앱=특별석 포함, PC 티켓링크=일반석만"
ticket_policy_0329a49cb7f07210,ticket_policy_399a93e1cbc0d056,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[일반] NC 일반예매 9월 10일 목요일 오전 11시 (9/17 SSG전) SSG vs NC (9/17) 오픈: 9월 10일 목요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,일반,NC 일반예매,,9월 10일 목요일,오전,11시,9/17,SSG,SSG,NC,SSG,NC,4,구단 홈페이지 / 앱
ticket_policy_fcbaefee3c3c13d3,ticket_policy_399a93e1cbc0d056,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십 9월 10일 목요일 오전 11시 (9/17 SSG전) SSG vs NC (9/17) 오픈: 9월 10일 목요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,선예매,NC 민트멤버십,,9월 10일 목요일,오전,11시,9/17,SSG,SSG,NC,SSG,NC,4,구단 홈페이지 / 앱
ticket_policy_d65d5cb58278dfb9,ticket_policy_f163669fc13042f9,https://yagu.today/calendar/2026/9,LG,LG,ticket_policy,2026-09-05 03:01:02,[선예매] LG 선선예매 (장기회원) 9월 10일 목요일 오후 2시 (9/19 한화전) 한화 vs LG (9/19) 오픈: 9월 10일 목요일 오후 최대 4매 예매처: 구단 홈페이지 1루 오렌지 불가,CONFIRMED,THIRD_PARTY_API,OK,선예매,LG 선선예매,장기회원,9월 10일 목요일,오후,2시,9/19,한화,한화,LG,HANWHA,LG,4,구단 홈페이지 1루 오렌지 불가
ticket_policy_c4ab86234ff1be38,ticket_policy_982fa8ae47468fbc,https://yagu.today/calendar/2026/9,두산,DOOSAN,ticket_policy,2026-09-05 03:01:02,"[선예매] 두산 선예매 (베어스클럽) 9월 11일 금요일 오전 10시 (9/18 키움전) 키움 vs 두산 (9/18) 오픈: 9월 11일 금요일 오전 최대 2매 예매처: 구단 홈페이지 성인 대상, 구단 홈페이지만 가능",CONFIRMED,THIRD_PARTY_API,OK,선예매,두산 선예매,베어스클럽,9월 11일 금요일,오전,10시,9/18,키움,키움,두산,KIWOOM,DOOSAN,2,"구단 홈페이지 성인 대상, 구단 홈페이지만 가능"
ticket_policy_8770bfc6ddf2a799,ticket_policy_982fa8ae47468fbc,https://yagu.today/calendar/2026/9,두산,DOOSAN,ticket_policy,2026-09-05 03:01:02,"[선예매] 두산 선예매 (두린이클럽) 9월 11일 금요일 오전 10시 (9/18 키움전) 키움 vs 두산 (9/18) 오픈: 9월 11일 금요일 오전 최대 4매 예매처: 구단 홈페이지 어린이 대상, 구단 홈페이지만 가능",CONFIRMED,THIRD_PARTY_API,OK,선예매,두산 선예매,두린이클럽,9월 11일 금요일,오전,10시,9/18,키움,키움,두산,KIWOOM,DOOSAN,4,"구단 홈페이지 어린이 대상, 구단 홈페이지만 가능"
ticket_policy_1cca905db91d0fa3,ticket_policy_5cc65cdf94f56fb3,https://yagu.today/calendar/2026/9,두산,DOOSAN,ticket_policy,2026-09-05 03:01:02,[일반] 두산 일반예매 9월 11일 금요일 오전 11시 (9/18 키움전) 키움 vs 두산 (9/18) 오픈: 9월 11일 금요일 오전 예매처: 놀티켓 / 구단 홈페이지,CONFIRMED,THIRD_PARTY_API,OK,일반,두산 일반예매,,9월 11일 금요일,오전,11시,9/18,키움,키움,두산,KIWOOM,DOOSAN,,놀티켓 / 구단 홈페이지
ticket_policy_b42093de1a018e91,ticket_policy_5a7649028384ad1f,https://yagu.today/calendar/2026/9,한화,HANWHA,ticket_policy,2026-09-05 03:01:02,[일반] 한화 일반예매 9월 11일 금요일 오전 11시 (9/18 삼성전) 삼성 vs 한화 (9/18) 오픈: 9월 11일 금요일 오전 최대 4매 예매처: 한화이글스 홈페이지 / 티켓링크 앱,CONFIRMED,THIRD_PARTY_API,OK,일반,한화 일반예매,,9월 11일 금요일,오전,11시,9/18,삼성,삼성,한화,SAMSUNG,HANWHA,4,한화이글스 홈페이지 / 티켓링크 앱
ticket_policy_dc5834d04aa996bb,ticket_policy_a7054a21fa90739d,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 시즌권 선예매 9월 11일 금요일 오후 1시 (9/18 LG전) LG vs KT (9/18) 오픈: 9월 11일 금요일 오후 최대 2매 예매처: 티켓링크 / WIZ APP,CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 시즌권 선예매,,9월 11일 금요일,오후,1시,9/18,LG,LG,KT,LG,KT,2,티켓링크 / WIZ APP
ticket_policy_b160a8dc90dd1272,ticket_policy_bd46583f5d2b2cb0,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,"[선예매] KT 매직회원 9월 11일 금요일 오후 2시 (9/18 LG전) LG vs KT (9/18) 오픈: 9월 11일 금요일 오후 예매처: 티켓링크 / WIZ APP 시즌 6매, 응원지정석만",CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 매직회원,,9월 11일 금요일,오후,2시,9/18,LG,LG,KT,LG,KT,,"티켓링크 / WIZ APP 시즌 6매, 응원지정석만"
ticket_policy_000a7efd08d3e257,ticket_policy_bd46583f5d2b2cb0,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 빅또리 9월 11일 금요일 오후 2시 (9/18 LG전) LG vs KT (9/18) 오픈: 9월 11일 금요일 오후 예매처: 티켓링크 / WIZ APP 시즌 10매,CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 빅또리,,9월 11일 금요일,오후,2시,9/18,LG,LG,KT,LG,KT,,티켓링크 / WIZ APP 시즌 10매
ticket_policy_b982fff5d47ce28a,ticket_policy_043601373ac98ee6,https://yagu.today/calendar/2026/9,LG,LG,ticket_policy,2026-09-05 03:01:02,"[선예매] LG 선예매 9월 11일 금요일 오후 2시 (9/19 한화전) 한화 vs LG (9/19) 오픈: 9월 11일 금요일 오후 최대 4매 예매처: 구단 홈페이지 구단 홈페이지만. 불가: 1루 블루 109, 1루 오렌지 205, 1루 레드 203, 1루 네이비 303/308, 3루 오렌지 219~222, 3루 네이비 326~330",CONFIRMED,THIRD_PARTY_API,OK,선예매,LG 선예매,,9월 11일 금요일,오후,2시,9/19,한화,한화,LG,HANWHA,LG,4,"구단 홈페이지 구단 홈페이지만. 불가: 1루 블루 109, 1루 오렌지 205, 1루 레드 203, 1루 네이비 303/308, 3루 오렌지 219~222, 3루 네이비 326~330"
ticket_policy_1cd390b9ef6a96a3,ticket_policy_043601373ac98ee6,https://yagu.today/calendar/2026/9,LG,LG,ticket_policy,2026-09-05 03:01:02,[선예매] LG 선선예매 (장기회원) 9월 11일 금요일 오후 2시 (9/20 한화전) 한화 vs LG (9/20) 오픈: 9월 11일 금요일 오후 최대 4매 예매처: 구단 홈페이지 1루 오렌지 불가,CONFIRMED,THIRD_PARTY_API,OK,선예매,LG 선선예매,장기회원,9월 11일 금요일,오후,2시,9/20,한화,한화,LG,HANWHA,LG,4,구단 홈페이지 1루 오렌지 불가
ticket_policy_68c09cf4e40da41c,ticket_policy_a2572a8cce3e00a8,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[일반] KT 일반예매 9월 11일 금요일 오후 4시 (9/18 LG전) LG vs KT (9/18) 오픈: 9월 11일 금요일 오후 예매처: 티켓링크 / WIZ APP,CONFIRMED,THIRD_PARTY_API,OK,일반,KT 일반예매,,9월 11일 금요일,오후,4시,9/18,LG,LG,KT,LG,KT,,티켓링크 / WIZ APP
ticket_policy_824e1ee934b96b1d,ticket_policy_d5572570210421b4,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십플러스 9월 11일 금요일 오후 5시 (9/19 KIA전) KIA vs NC (9/19) 오픈: 9월 11일 금요일 오후 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,선예매,NC 민트멤버십플러스,,9월 11일 금요일,오후,5시,9/19,KIA,KIA,NC,KIA,NC,4,구단 홈페이지 / 앱
ticket_policy_f67f41bf4616723e,ticket_policy_19c86dcb940f592e,https://yagu.today/calendar/2026/9,LG,LG,ticket_policy,2026-09-05 03:01:02,[일반] LG 일반예매 9월 12일 토요일 오전 11시 (9/19 한화전) 한화 vs LG (9/19) 오픈: 9월 12일 토요일 오전 예매처: 티켓링크 / 구단 홈페이지,CONFIRMED,THIRD_PARTY_API,OK,일반,LG 일반예매,,9월 12일 토요일,오전,11시,9/19,한화,한화,LG,HANWHA,LG,,티켓링크 / 구단 홈페이지
ticket_policy_7b53c154372f0f15,ticket_policy_a5c256d0c7da6665,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[일반] NC 일반예매 9월 12일 토요일 오전 11시 (9/19 KIA전) KIA vs NC (9/19) 오픈: 9월 12일 토요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,일반,NC 일반예매,,9월 12일 토요일,오전,11시,9/19,KIA,KIA,NC,KIA,NC,4,구단 홈페이지 / 앱
ticket_policy_098e29dacb73f3a3,ticket_policy_a5c256d0c7da6665,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십 9월 12일 토요일 오전 11시 (9/19 KIA전) KIA vs NC (9/19) 오픈: 9월 12일 토요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,선예매,NC 민트멤버십,,9월 12일 토요일,오전,11시,9/19,KIA,KIA,NC,KIA,NC,4,구단 홈페이지 / 앱
ticket_policy_88f0de36f303e872,ticket_policy_4aa59be68c2017fc,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 시즌권 선예매 9월 12일 토요일 오후 1시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 최대 2매 예매처: 티켓링크 / WIZ APP,CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 시즌권 선예매,,9월 12일 토요일,오후,1시,9/19,두산,두산,KT,DOOSAN,KT,2,티켓링크 / WIZ APP
ticket_policy_9ce750f8357290af,ticket_policy_6ee38f92c249ca88,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,"[선예매] KT 매직회원 9월 12일 토요일 오후 2시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 예매처: 티켓링크 / WIZ APP 시즌 6매, 응원지정석만",CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 매직회원,,9월 12일 토요일,오후,2시,9/19,두산,두산,KT,DOOSAN,KT,,"티켓링크 / WIZ APP 시즌 6매, 응원지정석만"
ticket_policy_2a99cd8ccca133bb,ticket_policy_6ee38f92c249ca88,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 빅또리 9월 12일 토요일 오후 2시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 예매처: 티켓링크 / WIZ APP 시즌 10매,CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 빅또리,,9월 12일 토요일,오후,2시,9/19,두산,두산,KT,DOOSAN,KT,,티켓링크 / WIZ APP 시즌 10매
ticket_policy_083f8f2280d975c5,ticket_policy_6b95cc296272887f,https://yagu.today/calendar/2026/9,LG,LG,ticket_policy,2026-09-05 03:01:02,"[선예매] LG 선예매 9월 12일 토요일 오후 2시 (9/20 한화전) 한화 vs LG (9/20) 오픈: 9월 12일 토요일 오후 최대 4매 예매처: 구단 홈페이지 구단 홈페이지만. 불가: 1루 블루 109, 1루 오렌지 205, 1루 레드 203, 1루 네이비 303/308, 3루 오렌지 219~222, 3루 네이비 326~330",CONFIRMED,THIRD_PARTY_API,OK,선예매,LG 선예매,,9월 12일 토요일,오후,2시,9/20,한화,한화,LG,HANWHA,LG,4,"구단 홈페이지 구단 홈페이지만. 불가: 1루 블루 109, 1루 오렌지 205, 1루 레드 203, 1루 네이비 303/308, 3루 오렌지 219~222, 3루 네이비 326~330"
ticket_policy_fd129e2260e5cf41,ticket_policy_ed5fdfb4f8a30f28,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[일반] KT 일반예매 9월 12일 토요일 오후 4시 (9/19 두산전) 두산 vs KT (9/19) 오픈: 9월 12일 토요일 오후 예매처: 티켓링크 / WIZ APP,CONFIRMED,THIRD_PARTY_API,OK,일반,KT 일반예매,,9월 12일 토요일,오후,4시,9/19,두산,두산,KT,DOOSAN,KT,,티켓링크 / WIZ APP
ticket_policy_65c2da7a6f2bc0d6,ticket_policy_8322ef0af6821dc7,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십플러스 9월 12일 토요일 오후 5시 (9/20 KIA전) KIA vs NC (9/20) 오픈: 9월 12일 토요일 오후 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,선예매,NC 민트멤버십플러스,,9월 12일 토요일,오후,5시,9/20,KIA,KIA,NC,KIA,NC,4,구단 홈페이지 / 앱
ticket_policy_da49c8ae14c7e937,ticket_policy_bb548615569effdb,https://yagu.today/calendar/2026/9,롯데,LOTTE,ticket_policy,2026-09-05 03:01:02,[선예매] 롯데 선예매 (시즌권) 9월 13일 일요일 오전 10시 (9/27 한화전) 한화 vs 롯데 (9/27) 오픈: 9월 13일 일요일 오전 최대 2매 예매처: 롯데 자이언츠 앱/웹,CONFIRMED,THIRD_PARTY_API,OK,선예매,롯데 선예매,시즌권,9월 13일 일요일,오전,10시,9/27,한화,한화,롯데,HANWHA,LOTTE,2,롯데 자이언츠 앱/웹
ticket_policy_fc756b03e24f3310,ticket_policy_bb548615569effdb,https://yagu.today/calendar/2026/9,롯데,LOTTE,ticket_policy,2026-09-05 03:01:02,[선예매] 롯데 선예매 (멤버십) 9월 13일 일요일 오전 10시 (9/27 한화전) 한화 vs 롯데 (9/27) 오픈: 9월 13일 일요일 오전 최대 2매 예매처: 롯데 자이언츠 앱/웹,CONFIRMED,THIRD_PARTY_API,OK,선예매,롯데 선예매,멤버십,9월 13일 일요일,오전,10시,9/27,한화,한화,롯데,HANWHA,LOTTE,2,롯데 자이언츠 앱/웹
ticket_policy_d8c5f77a749788eb,ticket_policy_8a81c89fe008c135,https://yagu.today/calendar/2026/9,LG,LG,ticket_policy,2026-09-05 03:01:02,[일반] LG 일반예매 9월 13일 일요일 오전 11시 (9/20 한화전) 한화 vs LG (9/20) 오픈: 9월 13일 일요일 오전 예매처: 티켓링크 / 구단 홈페이지,CONFIRMED,THIRD_PARTY_API,OK,일반,LG 일반예매,,9월 13일 일요일,오전,11시,9/20,한화,한화,LG,HANWHA,LG,,티켓링크 / 구단 홈페이지
ticket_policy_e20ed2f3fe820c73,ticket_policy_ce7629b147061197,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[일반] NC 일반예매 9월 13일 일요일 오전 11시 (9/20 KIA전) KIA vs NC (9/20) 오픈: 9월 13일 일요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,일반,NC 일반예매,,9월 13일 일요일,오전,11시,9/20,KIA,KIA,NC,KIA,NC,4,구단 홈페이지 / 앱
ticket_policy_90a2a01cfee138fb,ticket_policy_ce7629b147061197,https://yagu.today/calendar/2026/9,NC,NC,ticket_policy,2026-09-05 03:01:02,[선예매] NC 민트멤버십 9월 13일 일요일 오전 11시 (9/20 KIA전) KIA vs NC (9/20) 오픈: 9월 13일 일요일 오전 최대 4매 예매처: 구단 홈페이지 / 앱,CONFIRMED,THIRD_PARTY_API,OK,선예매,NC 민트멤버십,,9월 13일 일요일,오전,11시,9/20,KIA,KIA,NC,KIA,NC,4,구단 홈페이지 / 앱
ticket_policy_490d44f62c16a67d,ticket_policy_228dda3135166dfb,https://yagu.today/calendar/2026/9,SSG,SSG,ticket_policy,2026-09-05 03:01:02,"[선예매] SSG 랜디 선예매 9월 13일 일요일 오전 11시 (9/20 키움전) 키움 vs SSG (9/20) 오픈: 9월 13일 일요일 오전 최대 6매 예매처: SSG 랜더스 앱 앱 전용 수수료 없음, 전용게이트 1시간 전 입장",CONFIRMED,THIRD_PARTY_API,OK,선예매,SSG 랜디 선예매,,9월 13일 일요일,오전,11시,9/20,키움,키움,SSG,KIWOOM,SSG,6,"SSG 랜더스 앱 앱 전용 수수료 없음, 전용게이트 1시간 전 입장"
ticket_policy_936607dc116eedb0,ticket_policy_228dda3135166dfb,https://yagu.today/calendar/2026/9,SSG,SSG,ticket_policy,2026-09-05 03:01:02,"[선예매] SSG 베티 선예매 9월 13일 일요일 오전 11시 (9/20 키움전) 키움 vs SSG (9/20) 오픈: 9월 13일 일요일 오전 최대 6매 예매처: SSG 랜더스 앱 앱 전용 수수료 없음, 스타벅스 게이트 이용 가능",CONFIRMED,THIRD_PARTY_API,OK,선예매,SSG 베티 선예매,,9월 13일 일요일,오전,11시,9/20,키움,키움,SSG,KIWOOM,SSG,6,"SSG 랜더스 앱 앱 전용 수수료 없음, 스타벅스 게이트 이용 가능"
ticket_policy_c45a72939c52da8c,ticket_policy_ac0c4350e917b4f7,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 시즌권 선예매 9월 13일 일요일 오후 1시 (9/20 두산전) 두산 vs KT (9/20) 오픈: 9월 13일 일요일 오후 최대 2매 예매처: 티켓링크 / WIZ APP,CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 시즌권 선예매,,9월 13일 일요일,오후,1시,9/20,두산,두산,KT,DOOSAN,KT,2,티켓링크 / WIZ APP
ticket_policy_0746cba8e4d47c91,ticket_policy_ded03cec0b3dfa9e,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,"[선예매] KT 매직회원 9월 13일 일요일 오후 2시 (9/20 두산전) 두산 vs KT (9/20) 오픈: 9월 13일 일요일 오후 예매처: 티켓링크 / WIZ APP 시즌 6매, 응원지정석만",CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 매직회원,,9월 13일 일요일,오후,2시,9/20,두산,두산,KT,DOOSAN,KT,,"티켓링크 / WIZ APP 시즌 6매, 응원지정석만"
ticket_policy_d8eba234dbf60787,ticket_policy_ded03cec0b3dfa9e,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[선예매] KT 빅또리 9월 13일 일요일 오후 2시 (9/20 두산전) 두산 vs KT (9/20) 오픈: 9월 13일 일요일 오후 예매처: 티켓링크 / WIZ APP 시즌 10매,CONFIRMED,THIRD_PARTY_API,OK,선예매,KT 빅또리,,9월 13일 일요일,오후,2시,9/20,두산,두산,KT,DOOSAN,KT,,티켓링크 / WIZ APP 시즌 10매
ticket_policy_e4ca8c8dea79e671,ticket_policy_939a2ac302c79ef7,https://yagu.today/calendar/2026/9,롯데,LOTTE,ticket_policy,2026-09-05 03:01:02,[일반] 롯데 일반예매 9월 13일 일요일 오후 2시 (9/27 한화전) 한화 vs 롯데 (9/27) 오픈: 9월 13일 일요일 오후 최대 8매 예매처: 롯데 자이언츠 앱/웹 선예매 포함 합산 최대 8매. 홈개막 시리즈 한해 앱 전용 (추가 공지),CONFIRMED,THIRD_PARTY_API,OK,일반,롯데 일반예매,,9월 13일 일요일,오후,2시,9/27,한화,한화,롯데,HANWHA,LOTTE,8,롯데 자이언츠 앱/웹 선예매 포함 합산 최대 8매. 홈개막 시리즈 한해 앱 전용 (추가 공지)
ticket_policy_f99f35bff3ceea14,ticket_policy_d56eba13d3d3b079,https://yagu.today/calendar/2026/9,KT,KT,ticket_policy,2026-09-05 03:01:02,[일반] KT 일반예매 9월 13일 일요일 오후 4시 (9/20 두산전) 두산 vs KT (9/20) 오픈: 9월 13일 일요일 오후 예매처: 티켓링크 / WIZ APP,CONFIRMED,THIRD_PARTY_API,OK,일반,KT 일반예매,,9월 13일 일요일,오후,4시,9/20,두산,두산,KT,DOOSAN,KT,,티켓링크 / WIZ APP
ticket_policy_bcd7d8a2977134e8,ticket_policy_2baa828422a167df,https://yagu.today/calendar/2026/9,삼성,SAMSUNG,ticket_policy,2026-09-05 03:01:02,"[선예매] 삼성 선예매 (블루 멤버십) 9월 14일 월요일 오전 11시 (9/22) NC vs 삼성 (9/22) 오픈: 9월 14일 월요일 오전 최대 4매 예매처: 구단 홈페이지 (블루 멤버십) 블루 멤버십 전용 (구단 홈페이지). 골드: 전좌석(특화좌석 제외, 3루내야석 보장) / 실버: SKY중앙, 블루존, 상하단 지정석, 외야지정석 (블루존 70%)",CONFIRMED,THIRD_PARTY_API,OK,선예매,삼성 선예매,블루 멤버십,9월 14일 월요일,오전,11시,9/22,,NC,삼성,NC,SAMSUNG,4,"구단 홈페이지 (블루 멤버십) 블루 멤버십 전용 (구단 홈페이지). 골드: 전좌석(특화좌석 제외, 3루내야석 보장) / 실버: SKY중앙, 블루존, 상하단 지정석, 외야지정석 (블루존 70%)"
ticket_policy_c0ec46504f1cdbbf,ticket_policy_21fc1793533b9279,https://yagu.today/calendar/2026/9,SSG,SSG,ticket_policy,2026-09-05 03:01:02,"[선예매] SSG 푸리 선예매 9월 14일 월요일 오전 11시 (9/20 키움전) 키움 vs SSG (9/20) 오픈: 9월 14일 월요일 오전 최대 6매 예매처: SSG 랜더스 앱 앱 전용 수수료 없음, 스타벅스 게이트 이용 가능",CONFIRMED,THIRD_PARTY_API,OK,선예매,SSG 푸리 선예매,,9월 14일 월요일,오전,11시,9/20,키움,키움,SSG,KIWOOM,SSG,6,"SSG 랜더스 앱 앱 전용 수수료 없음, 스타벅스 게이트 이용 가능"
ticket_policy_52df10a8f66b0708,ticket_policy_42b26d8b480afc1c,https://yagu.today/calendar/2026/9,롯데,LOTTE,ticket_policy,2026-09-05 03:01:02,[선예매] 롯데 선예매 (시즌권) 9월 15일 화요일 오전 10시 (9/29 키움전) 키움 vs 롯데 (9/29) 오픈: 9월 15일 화요일 오전 최대 2매 예매처: 롯데 자이언츠 앱/웹,CONFIRMED,THIRD_PARTY_API,OK,선예매,롯데 선예매,시즌권,9월 15일 화요일,오전,10시,9/29,키움,키움,롯데,KIWOOM,LOTTE,2,롯데 자이언츠 앱/웹
ticket_policy_40b4c0105698e31e,ticket_policy_42b26d8b480afc1c,https://yagu.today/calendar/2026/9,롯데,LOTTE,ticket_policy,2026-09-05 03:01:02,[선예매] 롯데 선예매 (멤버십) 9월 15일 화요일 오전 10시 (9/29 키움전) 키움 vs 롯데 (9/29) 오픈: 9월 15일 화요일 오전 최대 2매 예매처: 롯데 자이언츠 앱/웹,CONFIRMED,THIRD_PARTY_API,OK,선예매,롯데 선예매,멤버십,9월 15일 화요일,오전,10시,9/29,키움,키움,롯데,KIWOOM,LOTTE,2,롯데 자이언츠 앱/웹
ticket_policy_e2908cf86ce01913,ticket_policy_8d7a290ab95e2ae7,https://yagu.today/calendar/2026/9,삼성,SAMSUNG,ticket_policy,2026-09-05 03:01:02,[일반] 삼성 일반예매 9월 15일 화요일 오전 11시 (9/22) NC vs 삼성 (9/22) 오픈: 9월 15일 화요일 오전 최대 6매 예매처: 티켓링크,CONFIRMED,THIRD_PARTY_API,OK,일반,삼성 일반예매,,9월 15일 화요일,오전,11시,9/22,,NC,삼성,NC,SAMSUNG,6,티켓링크
ticket_policy_bffccacd776655ea,ticket_policy_8ce5e0107d6d1bd1,https://yagu.today/calendar/2026/9,SSG,SSG,ticket_policy,2026-09-05 03:01:02,[일반] SSG 일반예매 (프렌즈) 9월 15일 화요일 오전 11시 (9/20 키움전) 키움 vs SSG (9/20) 오픈: 9월 15일 화요일 오전 최대 6매 예매처: 쓱닷컴 앱/웹 스타벅스 게이트 이용 가능,CONFIRMED,THIRD_PARTY_API,OK,일반,SSG 일반예매,프렌즈,9월 15일 화요일,오전,11시,9/20,키움,키움,SSG,KIWOOM,SSG,6,쓱닷컴 앱/웹 스타벅스 게이트 이용 가능
ticket_policy_77f79db799a9b074,ticket_policy_e438f3f77b17558c,https://yagu.today/calendar/2026/9,SSG,SSG,ticket_policy,2026-09-05 03:01:02,"[선예매] SSG 랜디 선예매 9월 15일 화요일 오전 11시 (9/22 KT전) KT vs SSG (9/22) 오픈: 9월 15일 화요일 오전 최대 6매 예매처: SSG 랜더스 앱 앱 전용 수수료 없음, 전용게이트 1시간 전 입장",CONFIRMED,THIRD_PARTY_API,OK,선예매,SSG 랜디 선예매,,9월 15일 화요일,오전,11시,9/22,KT,KT,SSG,KT,SSG,6,"SSG 랜더스 앱 앱 전용 수수료 없음, 전용게이트 1시간 전 입장"
ticket_policy_ed2f8935f8bf155c,ticket_policy_e438f3f77b17558c,https://yagu.today/calendar/2026/9,SSG,SSG,ticket_policy,2026-09-05 03:01:02,"[선예매] SSG 베티 선예매 9월 15일 화요일 오전 11시 (9/22 KT전) KT vs SSG (9/22) 오픈: 9월 15일 화요일 오전 최대 6매 예매처: SSG 랜더스 앱 앱 전용 수수료 없음, 스타벅스 게이트 이용 가능",CONFIRMED,THIRD_PARTY_API,OK,선예매,SSG 베티 선예매,,9월 15일 화요일,오전,11시,9/22,KT,KT,SSG,KT,SSG,6,"SSG 랜더스 앱 앱 전용 수수료 없음, 스타벅스 게이트 이용 가능"
